0	0.363352
1	0.291091
2	0.230475
3	0.184376
4	0.148456
5	0.118620
6	0.093168
7	0.071426
8	0.053221
9	0.038595
10	0.027591
11	0.020447
12	0.016149
13	0.013626
14	0.012243
15	0.011327
16	0.010978
17	0.010989
18	0.011202
19	0.011434
20	0.011966
21	0.012691
22	0.013497
23	0.014584
24	0.015701
25	0.016955
26	0.018175
27	0.019467
28	0.020899
29	0.022104
30	0.022841
31	0.023171
32	0.023175
33	0.023221
34	0.023525
35	0.023639
36	0.023711
37	0.023411
38	0.023046
39	0.022655
40	0.022119
41	0.021636
42	0.021199
43	0.020614
44	0.020071
45	0.019778
46	0.019565
47	0.019383
48	0.019368
49	0.019341
50	0.019322
51	0.019197
52	0.019022
53	0.019098
54	0.019330
55	0.019641
56	0.019733
57	0.019733
58	0.019592
59	0.019277
60	0.019326
61	0.019451
62	0.019364
63	0.019132
64	0.018634
65	0.018019
66	0.017323
67	0.016951
68	0.016776
69	0.016974
70	0.017213
71	0.017475
72	0.017540
73	0.017601
74	0.017384
75	0.017635
76	0.017791
77	0.017760
78	0.017646
79	0.017525
80	0.017430
81	0.017415
82	0.017658
83	0.017931
84	0.018110
85	0.018570
86	0.019049
87	0.019486
88	0.019482
89	0.019246
90	0.019178
91	0.019337
92	0.019596
93	0.019991
94	0.020181
95	0.020002
96	0.019721
97	0.019451
98	0.019254
99	0.019094
100	0.018802
101	0.018513
102	0.018194
103	0.017665
104	0.016898
105	0.016267
106	0.015891
107	0.015933
108	0.016187
109	0.016632
110	0.017240
111	0.017806
112	0.018292
113	0.018505
114	0.018805
115	0.018878
116	0.018965
117	0.019303
118	0.019516
119	0.019866
120	0.020021
121	0.019885
122	0.020002
123	0.020531
124	0.020736
125	0.020945
126	0.020762
127	0.020747
128	0.020591
129	0.020348
130	0.019862
131	0.019254
132	0.018931
133	0.018498
134	0.018023
135	0.017639
136	0.017411
137	0.017392
138	0.017757
139	0.018004
140	0.018053
141	0.017779
142	0.017278
143	0.016723
144	0.016256
145	0.016123
146	0.016313
147	0.016510
148	0.016670
149	0.016693
150	0.016575
151	0.016446
152	0.016507
153	0.016624
154	0.016788
155	0.017012
156	0.017266
157	0.017772
158	0.018213
159	0.018490
160	0.018855
161	0.019125
162	0.019041
163	0.018475
164	0.017905
165	0.017152
166	0.016507
167	0.015978
168	0.015215
169	0.014705
170	0.014386
171	0.014641
172	0.015139
173	0.015644
174	0.016377
175	0.016746
176	0.016883
177	0.016677
178	0.016518
179	0.016465
180	0.016298
181	0.016510
182	0.016719
183	0.017004
184	0.017517
185	0.017859
186	0.017867
187	0.017920
188	0.017806
189	0.017730
190	0.017928
191	0.017928
192	0.017985
193	0.017612
194	0.017232
195	0.016932
196	0.016959
197	0.017126
198	0.017327
199	0.017137
200	0.017080
201	0.017137
202	0.017255
203	0.017103
204	0.016936
205	0.016788
206	0.016769
207	0.016556
208	0.016244
209	0.016229
210	0.015994
211	0.015906
212	0.015899
213	0.016039
214	0.016100
215	0.016146
216	0.016039
217	0.015906
218	0.015655
219	0.015595
220	0.015526
221	0.015614
222	0.015876
223	0.016115
224	0.016453
225	0.016708
226	0.016905
227	0.016852
228	0.016909
229	0.016833
230	0.016503
231	0.016503
232	0.016510
233	0.016583
234	0.016700
235	0.016943
236	0.017304
237	0.017669
238	0.017741
239	0.017297
240	0.016643
241	0.016077
242	0.015526
243	0.015302
244	0.015211
245	0.015165
246	0.015051
247	0.015101
248	0.015123
249	0.014979
250	0.014968
251	0.014964
252	0.014778
253	0.014603
254	0.014394
255	0.014185
