0	0.387333
1	0.244417
2	0.151804
3	0.095691
4	0.067006
5	0.039834
6	0.021678
7	0.010412
8	0.005381
9	0.002394
10	0.001596
11	0.001596
12	0.001600
13	0.001569
14	0.001634
15	0.001706
16	0.001767
17	0.001866
18	0.001828
19	0.001820
20	0.002132
21	0.002610
22	0.002816
23	0.002960
24	0.003230
25	0.003359
26	0.003724
27	0.004024
28	0.003990
29	0.003921
30	0.004096
31	0.004077
32	0.003857
33	0.003473
34	0.003260
35	0.003207
36	0.003382
37	0.003507
38	0.003617
39	0.003488
40	0.003367
41	0.003545
42	0.003929
43	0.004294
44	0.004336
45	0.004066
46	0.003937
47	0.003838
48	0.004062
49	0.003902
50	0.003640
51	0.003446
52	0.003389
53	0.003264
54	0.003173
55	0.003275
56	0.003047
57	0.003180
58	0.003340
59	0.003481
60	0.003192
61	0.002641
62	0.002892
63	0.002888
64	0.003146
65	0.003351
66	0.003431
67	0.003496
68	0.003610
69	0.003902
70	0.004244
71	0.004089
72	0.003826
73	0.003374
74	0.002922
75	0.002850
76	0.003169
77	0.003230
78	0.003416
79	0.003522
80	0.003697
81	0.004016
82	0.003914
83	0.003819
84	0.004081
85	0.004054
86	0.003925
87	0.003591
88	0.003576
89	0.003188
90	0.002987
91	0.002873
92	0.002816
93	0.003051
94	0.003158
95	0.003180
96	0.003226
97	0.003139
98	0.002960
99	0.002979
100	0.003454
101	0.003401
102	0.003420
103	0.003606
104	0.003750
105	0.003906
106	0.004028
107	0.003918
108	0.003781
109	0.003842
110	0.003731
111	0.003762
112	0.003956
113	0.003754
114	0.003925
115	0.003868
116	0.003948
117	0.003792
118	0.003598
119	0.003378
120	0.003085
121	0.002971
122	0.002987
123	0.002861
124	0.002797
125	0.002641
126	0.002781
127	0.002652
128	0.003017
129	0.002990
130	0.003237
131	0.003439
132	0.003469
133	0.003773
134	0.003883
135	0.003621
136	0.003541
137	0.003408
138	0.003477
139	0.003731
140	0.003800
141	0.003990
142	0.004104
143	0.004294
144	0.004013
145	0.003659
146	0.003705
147	0.003519
148	0.003416
149	0.003218
150	0.003336
151	0.003477
152	0.003294
153	0.003188
154	0.003287
155	0.003291
156	0.003655
157	0.003507
158	0.003621
159	0.003659
160	0.003811
161	0.003773
162	0.003572
163	0.003519
164	0.003462
165	0.003336
166	0.003040
167	0.002755
168	0.002751
169	0.002686
170	0.002793
171	0.002565
172	0.002523
173	0.002667
174	0.002793
175	0.002933
176	0.003089
177	0.003192
178	0.003158
179	0.002952
180	0.002804
181	0.002914
182	0.003199
183	0.003302
184	0.003389
185	0.003431
186	0.003538
187	0.003606
188	0.003439
189	0.003180
190	0.003256
191	0.003298
192	0.003161
193	0.002960
194	0.003059
195	0.002983
196	0.003150
197	0.003329
198	0.003595
199	0.003997
200	0.004176
201	0.004184
202	0.004138
203	0.003883
204	0.003678
205	0.003682
206	0.003507
207	0.003458
208	0.003431
209	0.003640
210	0.003606
211	0.003439
212	0.003424
213	0.003500
214	0.003222
215	0.002949
216	0.002766
217	0.002626
218	0.002466
219	0.002481
220	0.002751
221	0.003241
222	0.003621
223	0.003735
224	0.003682
225	0.003754
226	0.003534
227	0.003450
228	0.003279
229	0.002926
230	0.002804
231	0.003089
232	0.003237
233	0.003348
234	0.003560
235	0.003709
236	0.003815
237	0.004016
238	0.003743
239	0.003458
240	0.003336
241	0.003363
242	0.003386
243	0.003439
244	0.003405
245	0.003321
246	0.003055
247	0.002709
248	0.002641
249	0.002823
250	0.002766
251	0.002842
252	0.003439
253	0.004423
254	0.005411
255	0.006707
